�,date,city,home_team,away_team,home_ft,away_ft,tournament
"1997-12-20,""Aswan, Egypt"",Egypt,Algeria,1,2,Friendly"
"1997-12-21,""Riyadh, Saudi Arabia"",Czech Republic,Uruguay,1,0,Confederations Cup"
"1997-12-21,""Riyadh, Saudi Arabia"",Brazil,Australia,6,0,Confederations Cup"
"1997-12-21,""Maputo, Mozambique"",Mozambique,Lesotho,1,1,Friendly"
"1997-12-22,""Cairo, Egypt"",Algeria,Togo,0,1,Friendly"
"1997-12-22,""Cairo, Egypt"",Egypt,Cameroon,2,0,Friendly"
"1997-12-24,""Cairo, Egypt"",Cameroon,Togo,3,1,Friendly"
"1997-12-24,""Cairo, Egypt"",Egypt,Algeria,1,2,Friendly"
"1997-12-28,""Maseru, Lesotho"",Lesotho,Swaziland,0,0,Friendly"
"1998-01-03,""Blantyre, Malawi"",Malawi,Zimbabwe,1,0,Friendly"
"1998-01-04,""Bobo Dioulasso, Burkina Faso"",Burkina Faso,Mozambique,1,0,Friendly"
"1998-01-04,""Conakry, Guinea"",Guinea,Togo,1,0,Friendly"
"1998-01-04,""Lilongwe, Malawi"",Malawi,Zimbabwe,0,2,Friendly"
"1998-01-04,""Bridgetown, Barbados"",Barbados,Trinidad and Tobago,0,1,Friendly"
"1998-01-07,""Ouagadougou, Burkina Faso"",Burkina Faso,Mozambique,4,2,Friendly"
"1998-01-07,""Port of Spain, Trinidad and Tobago"",Trinidad and Tobago,Jamaica,0,0,Friendly"
"1998-01-10,""Blantyre, Malawi"",Malawi,Zambia,0,1,COSAFA Cup"
"1998-01-11,""Ouagadougou, Burkina Faso"",Burkina Faso,Mali,0,0,Friendly"
"1998-01-11,""Lomé, Togo"",Togo,Mozambique,1,2,Friendly"
"1998-01-12,""Maseru, Lesotho"",Lesotho,Botswana,0,0,Friendly"
"1998-01-14,""Accra, Ghana"",Ghana,Mozambique,0,0,Friendly"
"1998-01-14,""Casablanca, Morocco"",Morocco,Angola,2,1,Friendly"
"1998-01-18,""Maseru, Lesotho"",Lesotho,Zimbabwe,0,2,COSAFA Cup"
"1998-01-19,""Accra, Ghana"",Ghana,Mozambique,3,1,Friendly"
"1998-01-21,""Nicoya, Costa Rica"",Costa Rica,Honduras,1,4,Friendly"
"1998-01-21,""Antalya, Turkey"",Turkey,Albania,1,4,Friendly"
"1998-01-21,""San Salvador, El Salvador"",El Salvador,Trinidad and Tobago,2,0,Friendly"
"1998-01-24,""Windhoek, Namibia"",Namibia,South Africa,3,2,COSAFA Cup"
"1998-01-25,""Gaborone, Botswana"",Botswana,Mozambique,1,2,COSAFA Cup"
"1998-01-25,""Bangkok, Thailand"",Thailand,Egypt,1,1,King's Cup"
"1998-01-27,""Monrovia, Liberia"",Liberia,Burkina Faso,1,2,Friendly"
"1998-01-28,""Saint-Denis, France"",France,Spain,1,0,Friendly"
"1998-01-28,""Catania, Italy"",Italy,Slovakia,3,0,Friendly"
"1998-01-28,""So Kon Po, Hong Kong"",Iran,Nigeria,0,1,Lunar New Year Cup"
"1998-01-29,""Kingston, Jamaica"",Jamaica,Sweden,0,0,Friendly"
"1998-01-29,""Lomé, Togo"",Togo,Mali,2,1,Friendly"
"1998-01-30,""Niamey, Niger"",Niger,Namibia,2,1,Friendly"
"1998-01-31,""Tunis, Tunisia"",Tunisia,Guinea,4,1,Friendly"
"1998-02-01,""Oakland, United States"",Honduras,Trinidad and Tobago,1,3,Gold Cup"
"1998-02-01,""Niamey, Niger"",Burkina Faso,Namibia,3,1,Friendly"
"1998-02-01,""Lomé, Togo"",Togo,Mali,0,4,Friendly"
"1998-02-03,""Miami, United States"",Brazil,Jamaica,0,0,Gold Cup"
"1998-02-04,""Auckland, New Zealand"",New Zealand,Chile,0,0,Friendly"
"1998-02-04,""Bamako, Mali"",Mali,Tunisia,0,1,Friendly"
"1998-02-05,""Miami, United States"",Brazil,Guatemala,1,1,Gold Cup"
"1998-02-05,""Limassol, Cyprus"",Iceland,Slovenia,2,3,Cyprus International Tournament"
"1998-02-05,""Marrakech, Morocco"",Morocco,Niger,3,0,Friendly"
"1998-02-05,""Limassol, Cyprus"",Cyprus,Finland,1,1,Cyprus International Tournament"
"1998-02-06,""Limassol, Cyprus"",Slovenia,Slovakia,1,1,Cyprus International Tournament"
"1998-02-06,""Attard, Malta"",Georgia,Latvia,2,1,Malta International Tournament"
"1998-02-06,""Attard, Malta"",Malta,Albania,1,1,Malta International Tournament"
"1998-02-07,""Ouagadougou, Burkina Faso"",Burkina Faso,Cameroon,0,1,African Cup of Nations"
"1998-02-07,""Oakland, United States"",Mexico,Honduras,2,0,Gold Cup"
"1998-02-07,""Limassol, Cyprus"",Iceland,Slovakia,1,2,Cyprus International Tournament"
"1998-02-07,""Melbourne, Australia"",Australia,Chile,0,1,Friendly"
"1998-02-08,""Ouagadougou, Burkina Faso"",Algeria,Guinea,0,1,African Cup of Nations"
"1998-02-08,""Bobo Dioulasso, Burkina Faso"",South Africa,Angola,0,0,African Cup of Nations"
"1998-02-08,""Los Angeles, United States"",El Salvador,Brazil,0,4,Gold Cup"
"1998-02-08,""Los Angeles, United States"",Guatemala,Jamaica,2,3,Gold Cup"
"1998-02-08,""Asunción, Paraguay"",Paraguay,Poland,4,0,Friendly"
"1998-02-08,""Attard, Malta"",Albania,Georgia,0,3,Malta International Tournament"
"1998-02-08,""Attard, Malta"",Malta,Latvia,2,1,Malta International Tournament"
"1998-02-09,""Ouagadougou, Burkina Faso"",Ghana,Tunisia,2,0,African Cup of Nations"
"1998-02-09,""Bobo Dioulasso, Burkina Faso"",Zambia,Morocco,1,1,African Cup of Nations"
"1998-02-09,""Larnaca, Cyprus"",Finland,Slovakia,0,2,Cyprus International Tournament"
"1998-02-09,""Limassol, Cyprus"",Cyprus,Slovenia,1,0,Cyprus International Tournament"
"1998-02-10,""Bobo Dioulasso, Burkina Faso"",Egypt,Mozambique,2,0,African Cup of Nations"
"1998-02-10,""Attard, Malta"",Malta,Georgia,1,3,Malta International Tournament"
"1998-02-11,""Ouagadougou, Burkina Faso"",Cameroon,Guinea,2,2,African Cup of Nations"
"1998-02-11,""Ouagadougou, Burkina Faso"",Burkina Faso,Algeria,2,1,African Cup of Nations"
"1998-02-11,""London, England"",England,Chile,0,2,Friendly"
"1998-02-12,""Ouagadougou, Burkina Faso"",Ghana,Togo,1,2,African Cup of Nations"
"1998-02-12,""Bobo Dioulasso, Burkina Faso"",Angola,Namibia,3,3,African Cup of Nations"
"1998-02-12,""Los Angeles, United States"",Jamaica,Mexico,0,1,Gold Cup"
"1998-02-13,""Bobo Dioulasso, Burkina Faso"",Zambia,Egypt,0,4,African Cup of Nations"
"1998-02-13,""Bobo Dioulasso, Burkina Faso"",Morocco,Mozambique,3,0,African Cup of Nations"
"1998-02-15,""Ouagadougou, Burkina Faso"",Burkina Faso,Guinea,1,0,African Cup of Nations"
"1998-02-15,""Ouagadougou, Burkina Faso"",Cameroon,Algeria,2,1,African Cup of Nations"
"1998-02-15,""Los Angeles, United States"",Brazil,Jamaica,1,0,Gold Cup"
"1998-02-15,""Adelaide, Australia"",Australia,Japan,0,3,Friendly"
"1998-02-16,""Ouagadougou, Burkina Faso"",Tunisia,Togo,3,1,African Cup of Nations"
"1998-02-16,""Bobo Dioulasso, Burkina Faso"",South Africa,Namibia,4,1,African Cup of Nations"
"1998-02-17,""Bobo Dioulasso, Burkina Faso"",Zambia,Mozambique,3,1,African Cup of Nations"
"1998-02-17,""Ouagadougou, Burkina Faso"",Egypt,Morocco,0,1,African Cup of Nations"
"1998-02-18,""Muscat, Oman"",Oman,Germany,0,2,Friendly"
"1998-02-18,""Athens, Greece"",Greece,Russia,1,1,Friendly"
"1998-02-18,""Ramat-Gan, Israel"",Israel,Turkey,4,0,Friendly"
"1998-02-22,""Ouagadougou, Burkina Faso"",Morocco,South Africa,1,2,African Cup of Nations"
"1998-02-22,""Riyadh, Saudi Arabia"",Saudi Arabia,Germany,0,3,Friendly"
"1998-02-22,""Kingston, Jamaica"",Jamaica,Nigeria,2,2,Friendly"
"1998-02-24,""Miami Gardens, United States"",Mexico,Netherlands,2,3,Friendly"
"1998-02-25,""Bobo Dioulasso, Burkina Faso"",Burkina Faso,Egypt,0,2,African Cup of Nations"
"1998-02-25,""Marseilles, France"",France,Norway,3,3,Friendly"
"1998-02-25,""Ramat-Gan, Israel"",Israel,Poland,2,0,Friendly"
"1998-02-28,""Ouagadougou, Burkina Faso"",South Africa,Egypt,0,2,African Cup of Nations"
"1998-03-04,""Yokohama, Japan"",Japan,Hong Kong,5,1,Dynasty Cup"
"1998-03-08,""Lobamba, Swaziland"",Swaziland,Angola,0,1,COSAFA Cup"
"1998-03-10,""Buenos Aires, Argentina"",Argentina,Bulgaria,2,0,Friendly"
"1998-03-13,""Port-au-Prince, Haiti"",Dominican Republic,Puerto Rico,3,1,CFU Caribbean Cup qualification"
"1998-03-15,""Port-au-Prince, Haiti"",Haiti,Dominican Republic,5,0,CFU Caribbean Cup qualification"
"1998-03-18,""Bucharest, Romania"",Romania,Israel,0,1,Friendly"
"1998-03-18,""Mexico City, Mexico"",Mexico,Paraguay,1,1,Friendly"
"1998-03-22,""Baku, Azerbaijan"",Azerbaijan,Moldova,1,0,Friendly"
"1998-03-24,""Singapore, Singapore"",Singapore,Philippines,1,0,AFF Championship"
"1998-03-25,""Vienna, Austria"",Austria,Hungary,2,3,Friendly"
"1998-03-25,""Vigo, Spain"",Spain,Sweden,4,0,Friendly"
"1998-03-25,""Berne, Switzerland"",Switzerland,England,1,1,Friendly"
"1998-03-25,""Stuttgart, Germany"",Germany,Brazil,1,2,Friendly"
"1998-03-25,""Glasgow, Scotland"",Scotland,Denmark,0,1,Friendly"
"1998-03-25,""Cardiff, Wales"",Wales,Jamaica,0,0,Friendly"
"1998-03-25,""Brussels, Belgium"",Belgium,Norway,2,2,Friendly"
"1998-03-25,""Attard, Malta"",Malta,Finland,0,2,Friendly"
"1998-03-25,""Belfast, Northern Ireland"",Northern Ireland,Slovakia,1,0,Friendly"
"1998-03-25,""Warsaw, Poland"",Poland,Slovenia,2,0,Friendly"
"1998-03-25,""Moscow, Russia"",Russia,France,1,0,Friendly"
"1998-03-26,""Singapore, Singapore"",Cambodia,Philippines,1,1,AFF Championship"
"1998-03-28,""Singapore, Singapore"",Singapore,Cambodia,3,0,AFF Championship"
"1998-03-29,""New Haven, United States"",Colombia,Paraguay,1,1,Friendly"
"1998-04-01,""Basseterre, St Kitts and Nevis"",Dominica,Guadeloupe,1,1,CFU Caribbean Cup qualification"
"1998-04-03,""Basseterre, St Kitts and Nevis"",Guadeloupe,British Virgin Islands,3,0,CFU Caribbean Cup qualification"
"1998-04-05,""Basseterre, St Kitts and Nevis"",Dominica,British Virgin Islands,4,1,CFU Caribbean Cup qualification"
"1998-04-08,""Bucharest, Romania"",Romania,Greece,2,1,Friendly"
"1998-04-14,""Teheran, Iran"",Iran,Kuwait,1,1,Friendly"
"1998-04-15,""St John's, Antigua and Barbuda"",Grenada,Anguilla,14,1,CFU Caribbean Cup qualification"
"1998-04-15,""Jerusalem, Israel"",Israel,Argentina,2,1,Friendly"
"1998-04-19,""St John's, Antigua and Barbuda"",Antigua and Barbuda,Grenada,2,1,CFU Caribbean Cup qualification"
"1998-04-19,""St John's, Antigua and Barbuda"",Guyana,Anguilla,14,0,CFU Caribbean Cup qualification"
"1998-04-19,""Harare, Zimbabwe"",Zimbabwe,Namibia,5,2,COSAFA Cup"
"1998-04-20,""Teheran, Iran"",Iran,Hungary,0,2,Friendly"
"1998-04-21,""Liepāja, Latvia"",Latvia,Lithuania,1,2,Baltic Cup"
"1998-04-22,""Osijek, Croatia"",Croatia,Poland,4,1,Friendly"
"1998-04-22,""Solna, Sweden"",Sweden,France,0,0,Friendly"
"1998-04-22,""Belfast, Northern Ireland"",Northern Ireland,Switzerland,1,0,Friendly"
"1998-04-22,""London, England"",England,Portugal,3,0,Friendly"
"1998-04-22,""Cologne, Germany"",Germany,Nigeria,1,0,Friendly"
"1998-04-22,""Copenhagen, Denmark"",Denmark,Norway,0,2,Friendly"
"1998-04-22,""Parma, Italy"",Italy,Paraguay,3,1,Friendly"
"1998-04-22,""Brussels, Belgium"",Belgium,Romania,1,1,Friendly"
"1998-04-22,""Teheran, Iran"",Iran,Jamaica,1,0,Friendly"
"1998-04-22,""Sofia, Bulgaria"",Bulgaria,Morocco,2,1,Friendly"
"1998-04-22,""Moscow, Russia"",Russia,Turkey,1,0,Friendly"
"1998-04-22,""Edinburgh, Scotland"",Scotland,Finland,1,1,Friendly"
"1998-04-22,""Santiago, Chile"",Chile,Colombia,2,2,Friendly"
"1998-04-22,""Murska Sobota, Slovenia"",Slovenia,Czech Republic,1,3,Friendly"
"1998-04-24,""Baku, Azerbaijan"",Azerbaijan,Uzbekistan,2,1,Friendly"
"1998-04-29,""Santiago, Chile"",Chile,Lithuania,1,0,Friendly"
"1998-04-29,""Rio de Janeiro, Brazil"",Brazil,Argentina,0,1,Friendly"
"1998-05-02,""Sousse, Tunisia"",Tunisia,Georgia,1,1,Friendly"
"1998-05-03,""Luanda, Angola"",Angola,Zambia,1,1,COSAFA Cup"
"1998-05-04,""Nice, France"",Jamaica,Saudi Arabia,0,0,Friendly"
"1998-05-06,""George Town, Cayman Islands"",Cayman Islands,Cuba,2,2,CFU Caribbean Cup qualification"
"1998-05-08,""George Town, Cayman Islands"",Cuba,Bermuda,2,1,CFU Caribbean Cup qualification"
"1998-05-09,""Cannes, France"",Saudi Arabia,Trinidad and Tobago,2,1,Friendly"
"1998-05-10,""George Town, Cayman Islands"",Cayman Islands,Bermuda,2,0,CFU Caribbean Cup qualification"
"1998-05-16,""Lusaka, Zambia"",Zambia,Mozambique,1,0,COSAFA Cup"
"1998-05-16,""Viljandi, Estonia"",Estonia,Azerbaijan,0,0,Friendly"
"1998-05-17,""Tokyo, Japan"",Japan,Paraguay,1,1,Kirin Cup"
"1998-05-17,""Cannes, France"",Saudi Arabia,Namibia,2,1,Friendly"
"1998-05-17,""Riga, Latvia"",Latvia,Israel,1,5,Friendly"
"1998-05-19,""Mendoza, Argentina"",Argentina,Chile,1,0,Friendly"
"1998-05-20,""Johannesburg, South Africa"",South Africa,Zambia,1,1,Friendly"
"1998-05-20,""Oslo, Norway"",Norway,Mexico,5,2,Friendly"
"1998-05-21,""Kobe, Japan"",Czech Republic,Paraguay,1,0,Kirin Cup"
"1998-05-23,""London, England"",England,Saudi Arabia,0,0,Friendly"
"1998-05-24,""Maputo, Mozambique"",Mozambique,Zimbabwe,0,2,COSAFA Cup"
"1998-05-24,""Yokohama, Japan"",Japan,Czech Republic,0,0,Kirin Cup"
"1998-05-24,""Santiago, Chile"",Chile,Uruguay,2,2,Friendly"
"1998-05-25,""Buenos Aires, Argentina"",Argentina,South Africa,2,0,Friendly"
"1998-05-27,""Vienna, Austria"",Austria,Tunisia,2,1,Friendly"
"1998-05-27,""Helsinki, Finland"",Finland,Germany,0,0,Friendly"
"1998-05-27,""Arnhem, Netherlands"",Netherlands,Cameroon,0,0,Friendly"
"1998-05-27,""Molde, Norway"",Norway,Saudi Arabia,6,0,Friendly"
"1998-05-27,""Casablanca, Morocco"",Morocco,England,0,1,King Hassan II Tournament"
"1998-05-27,""Nyíregyháza, Hungary"",Hungary,Lithuania,1,0,Friendly"
"1998-05-27,""Chorzów, Poland"",Poland,Russia,3,1,Friendly"
"1998-05-28,""Malmö, Sweden"",Sweden,Denmark,3,0,Friendly"
"1998-05-30,""Windhoek, Namibia"",Namibia,Angola,1,1,COSAFA Cup"
"1998-05-30,""Frankfurt am Main, Germany"",Germany,Colombia,3,1,Friendly"
"1998-05-31,""Lausanne, Switzerland"",Japan,Mexico,1,2,Friendly"
"1998-05-31,""Luxembourg, Luxembourg"",Luxembourg,Cameroon,0,2,Friendly"
"1998-06-01,""Eindhoven, Netherlands"",Netherlands,Paraguay,5,1,Friendly"
"1998-06-02,""Vienna, Austria"",Austria,Liechtenstein,6,0,Friendly"
"1998-06-02,""Gothenburg, Sweden"",Sweden,Italy,1,0,Friendly"
"1998-06-03,""Saint-Ouen, France"",Andorra,Brazil,0,3,Friendly"
"1998-06-03,""Rijeka, Croatia"",Croatia,Iran,2,0,Friendly"
"1998-06-03,""Santander, Spain"",Spain,Northern Ireland,4,1,Friendly"
"1998-06-03,""Bucharest, Romania"",Romania,Paraguay,3,2,Friendly"
"1998-06-03,""Brussels, Belgium"",Belgium,Colombia,2,0,Friendly"
"1998-06-03,""Créteil, France"",Saudi Arabia,Mexico,0,0,Friendly"
"1998-06-03,""Attard, Malta"",Malta,Wales,0,3,Friendly"
"1998-06-04,""Tallinn, Estonia"",Estonia,Faroe Islands,5,0,UEFA Euro qualification"
"1998-06-05,""Mannheim, Germany"",Germany,Luxembourg,7,0,Friendly"
"1998-06-05,""Copenhagen, Denmark"",Denmark,Cameroon,1,2,Friendly"
"1998-06-05,""Sofia, Bulgaria"",Bulgaria,Algeria,2,0,Friendly"
"1998-06-05,""Amsterdam, Netherlands"",Netherlands,Nigeria,5,1,Friendly"
"1998-06-05,""Helsinki, Finland"",Finland,France,0,1,Friendly"
"1998-06-06,""Zagreb, Croatia"",Croatia,Australia,7,0,Friendly"
"1998-06-06,""Ploieşti, Romania"",Romania,Moldova,5,1,Friendly"
"1998-06-06,""Brussels, Belgium"",Belgium,Paraguay,1,0,Friendly"
"1998-06-06,""Tunis, Tunisia"",Tunisia,Wales,4,0,Friendly"
"1998-06-07,""Minsk, Belarus"",Belarus,Lithuania,5,0,Friendly"
"1998-06-10,""Montpellier, France"",Morocco,Norway,2,2,FIFA World Cup"
"1998-06-10,""Saint-Denis, France"",Brazil,Scotland,2,1,FIFA World Cup"
"1998-06-11,""Toulouse, France"",Cameroon,Austria,1,1,FIFA World Cup"
"1998-06-11,""Bordeaux, France"",Italy,Chile,2,2,FIFA World Cup"
"1998-06-12,""Marseilles, France"",France,South Africa,3,0,FIFA World Cup"
"1998-06-12,""Lens, France"",Saudi Arabia,Denmark,0,1,FIFA World Cup"
"1998-06-12,""Montpellier, France"",Paraguay,Bulgaria,0,0,FIFA World Cup"
"1998-06-13,""Nantes, France"",Spain,Nigeria,2,3,FIFA World Cup"
"1998-06-13,""Saint-Denis, France"",Netherlands,Belgium,0,0,FIFA World Cup"
"1998-06-14,""Lens, France"",Jamaica,Croatia,1,3,FIFA World Cup"
"1998-06-14,""Toulouse, France"",Argentina,Japan,1,0,FIFA World Cup"
"1998-06-15,""Lyon, France"",Romania,Colombia,1,0,FIFA World Cup"
"1998-06-15,""Marseilles, France"",England,Tunisia,2,0,FIFA World Cup"
"1998-06-16,""Nantes, France"",Brazil,Morocco,3,0,FIFA World Cup"
"1998-06-16,""Bordeaux, France"",Scotland,Norway,1,1,FIFA World Cup"
"1998-06-17,""Montpellier, France"",Italy,Cameroon,3,0,FIFA World Cup"
"1998-06-17,""Saint-Étienne, France"",Chile,Austria,1,1,FIFA World Cup"
"1998-06-18,""Saint-Denis, France"",France,Saudi Arabia,4,0,FIFA World Cup"
"1998-06-18,""Toulouse, France"",South Africa,Denmark,1,1,FIFA World Cup"
"1998-06-19,""Saint-Étienne, France"",Spain,Paraguay,0,0,FIFA World Cup"
"1998-06-19,""Paris, France"",Nigeria,Bulgaria,1,0,FIFA World Cup"
"1998-06-20,""Bordeaux, France"",Belgium,Mexico,2,2,FIFA World Cup"
"1998-06-20,""Nantes, France"",Japan,Croatia,0,1,FIFA World Cup"
"1998-06-21,""Paris, France"",Argentina,Jamaica,5,0,FIFA World Cup"
"1998-06-22,""Toulouse, France"",Romania,England,2,1,FIFA World Cup"
"1998-06-22,""Kuressaare, Estonia"",Estonia,Andorra,2,1,Friendly"
"1998-06-23,""Nantes, France"",Chile,Cameroon,1,1,FIFA World Cup"
"1998-06-23,""Saint-Denis, France"",Italy,Austria,2,1,FIFA World Cup"
"1998-06-23,""Saint-Étienne, France"",Scotland,Morocco,0,3,FIFA World Cup"
"1998-06-23,""Marseilles, France"",Brazil,Norway,1,2,FIFA World Cup"
"1998-06-24,""Bordeaux, France"",South Africa,Saudi Arabia,2,2,FIFA World Cup"
"1998-06-24,""Lyon, France"",France,Denmark,2,1,FIFA World Cup"
"1998-06-24,""Lens, France"",Spain,Bulgaria,6,1,FIFA World Cup"
"1998-06-24,""Toulouse, France"",Nigeria,Paraguay,1,3,FIFA World Cup"
"1998-06-25,""Saint-Étienne, France"",Netherlands,Mexico,2,2,FIFA World Cup"
"1998-06-25,""Montpellier, France"",Germany,Iran,2,0,FIFA World Cup"
"1998-06-25,""Valga, Estonia"",Estonia,Latvia,0,2,Baltic Cup"
"1998-06-26,""Saint-Denis, France"",Romania,Tunisia,1,1,FIFA World Cup"
"1998-06-26,""Lens, France"",Colombia,England,0,2,FIFA World Cup"
"1998-06-26,""Lyon, France"",Japan,Jamaica,1,2,FIFA World Cup"
"1998-06-26,""Bordeaux, France"",Argentina,Croatia,1,0,FIFA World Cup"
"1998-06-26,""Pärnu, Estonia"",Latvia,Andorra,2,0,Friendly"
"1998-06-27,""Paris, France"",Brazil,Chile,4,1,FIFA World Cup"
"1998-06-27,""Marseilles, France"",Italy,Norway,1,0,FIFA World Cup"
"1998-06-28,""Saint-Denis, France"",Nigeria,Denmark,1,4,FIFA World Cup"
"1998-06-28,""Lens, France"",France,Paraguay,1,0,FIFA World Cup"
"1998-06-28,""Viljandi, Estonia"",Estonia,Lithuania,0,0,Baltic Cup"
"1998-06-29,""Montpellier, France"",Germany,Mexico,2,1,FIFA World Cup"
"1998-06-29,""Karksi-Nuia, Estonia"",Lithuania,Andorra,4,0,Friendly"
"1998-06-30,""Bordeaux, France"",Romania,Croatia,0,1,FIFA World Cup"
"1998-07-03,""Nantes, France"",Brazil,Denmark,3,2,FIFA World Cup"
"1998-07-04,""Lyon, France"",Germany,Croatia,0,3,FIFA World Cup"
"1998-07-04,""Marseilles, France"",Netherlands,Argentina,2,1,FIFA World Cup"
"1998-07-06,""Mzuzu, Malawi"",Malawi,Mozambique,2,1,Friendly"
"1998-07-06,""Kigali, Rwanda"",Rwanda,Tanzania,2,2,Friendly"
"1998-07-08,""Saint-Denis, France"",France,Croatia,2,1,FIFA World Cup"
"1998-07-08,""Lilongwe, Malawi"",Malawi,Mozambique,2,2,Friendly"
"1998-07-10,""Kampala, Uganda"",Uganda,Tanzania,3,0,Friendly"
"1998-07-11,""Paris, France"",Netherlands,Croatia,1,2,FIFA World Cup"
"1998-07-11,""Blantyre, Malawi"",Malawi,Mozambique,0,0,Friendly"
"1998-07-12,""Saint-Denis, France"",Brazil,France,0,3,FIFA World Cup"
"1998-07-15,""Kyïv, Ukraine"",Ukraine,Poland,1,2,Friendly"
"1998-07-18,""Blantyre, Malawi"",Malawi,Zimbabwe,1,0,Friendly"
"1998-07-18,""Kampala, Uganda"",Uganda,Kenya,3,3,Friendly"
"1998-07-20,""Beirut, Lebanon"",Syria,Jordan,3,0,UAFA Cup"
"1998-07-20,""Beirut, Lebanon"",Lebanon,Palestine,3,1,UAFA Cup"
"1998-07-20,""Lilongwe, Malawi"",Malawi,Zimbabwe,0,0,Friendly"
"1998-07-22,""Dakar, Senegal"",Senegal,Cape Verde,1,0,Friendly"
"1998-07-23,""Beirut, Lebanon"",Palestine,Syria,1,2,UAFA Cup"
"1998-07-26,""Beirut, Lebanon"",Jordan,Palestine,1,1,UAFA Cup"
"1998-07-26,""Beirut, Lebanon"",Lebanon,Syria,0,1,UAFA Cup"
"1998-07-26,""Port of Spain, Trinidad and Tobago"",Trinidad and Tobago,Dominica,8,0,CFU Caribbean Cup"
"1998-07-26,""Dakar, Senegal"",Senegal,Mali,3,1,Friendly"
"1998-07-29,""Port of Spain, Trinidad and Tobago"",Jamaica,Antigua and Barbuda,1,0,CFU Caribbean Cup"
"1998-07-29,""Port of Spain, Trinidad and Tobago"",Trinidad and Tobago,Haiti,4,1,CFU Caribbean Cup"
"1998-07-30,""Koror, Palau"",Guam,Northern Mariana Islands,2,1,Friendly"
"1998-07-31,""Nairobi, Kenya"",Djibouti,Kenya,0,3,African Cup of Nations qualification"
"1998-07-31,""Port of Spain, Trinidad and Tobago"",Antigua and Barbuda,Haiti,2,3,CFU Caribbean Cup"
"1998-07-31,""Port of Spain, Trinidad and Tobago"",Jamaica,Trinidad and Tobago,2,1,CFU Caribbean Cup"
"1998-08-01,""Windhoek, Namibia"",Namibia,Malawi,2,1,African Cup of Nations qualification"
"1998-08-01,""Kampala, Uganda"",Uganda,Rwanda,5,0,African Cup of Nations qualification"
"1998-08-01,""Koror, Palau"",Palau,Guam,2,15,Friendly"
"1998-08-02,""Bamako, Mali"",Mali,Cape Verde,3,0,African Cup of Nations qualification"
"1998-08-02,""N'Djamena, Chad"",Chad,Congo,1,1,African Cup of Nations qualification"
"1998-08-02,""Bata, Equatorial Guinea"",Equatorial Guinea,Gabon,0,2,African Cup of Nations qualification"
"1998-08-02,""Niamey, Niger"",Niger,Liberia,2,1,African Cup of Nations qualification"
"1998-08-02,""Mbabane, Swaziland"",Swaziland,Madagascar,1,2,African Cup of Nations qualification"
"1998-08-02,""Maseru, Lesotho"",Lesotho,Mauritius,1,1,African Cup of Nations qualification"
"1998-08-02,""Gaborone, Botswana"",Botswana,Mozambique,0,0,African Cup of Nations qualification"
"1998-08-02,""Bujumbura, Burundi"",Burundi,Tanzania,1,0,African Cup of Nations qualification"
"1998-08-02,""Libreville, Gabon"",São Tomé and Príncipe,Togo,0,4,African Cup of Nations qualification"
