�,date,city,home_team,away_team,home_ft,away_ft,tournament
"1997-06-14,""Cochabamba, Bolivia"",Paraguay,Ecuador,0,2,Copa América"
"1997-06-14,""Cochabamba, Bolivia"",Argentina,Chile,2,0,Copa América"
"1997-06-15,""Sydney, Australia"",Solomon Islands,Tahiti,4,1,FIFA World Cup qualification"
"1997-06-15,""Suva, Fiji"",Fiji,Papua New Guinea,3,1,FIFA World Cup qualification"
"1997-06-15,""Sucre, Bolivia"",Uruguay,Venezuela,2,0,Copa América"
"1997-06-15,""La Paz, Bolivia"",Bolivia,Peru,2,0,Copa América"
"1997-06-15,""Maputo, Mozambique"",Mozambique,Tanzania,3,0,COSAFA Cup"
"1997-06-16,""Santa Cruz, Bolivia"",Colombia,Costa Rica,4,1,Copa América"
"1997-06-16,""Santa Cruz, Bolivia"",Brazil,Mexico,3,2,Copa América"
"1997-06-16,""Seoul, Korea Republic"",Egypt,Ghana,2,0,Korea Cup"
"1997-06-17,""Sydney, Australia"",Solomon Islands,Australia,2,6,FIFA World Cup qualification"
"1997-06-17,""Cochabamba, Bolivia"",Chile,Ecuador,1,2,Copa América"
"1997-06-17,""Cochabamba, Bolivia"",Argentina,Paraguay,1,1,Copa América"
"1997-06-18,""Auckland, New Zealand"",New Zealand,Fiji,5,0,FIFA World Cup qualification"
"1997-06-18,""Sucre, Bolivia"",Peru,Venezuela,2,0,Copa América"
"1997-06-18,""La Paz, Bolivia"",Bolivia,Uruguay,1,0,Copa América"
"1997-06-19,""Sydney, Australia"",Tahiti,Australia,0,2,FIFA World Cup qualification"
"1997-06-19,""Santa Cruz, Bolivia"",Mexico,Costa Rica,1,1,Copa América"
"1997-06-19,""Santa Cruz, Bolivia"",Brazil,Colombia,2,0,Copa América"
"1997-06-20,""Tashkent, Uzbekistan"",Uzbekistan,Indonesia,3,0,FIFA World Cup qualification"
"1997-06-20,""Baghdad, Iraq"",Iraq,Pakistan,6,1,FIFA World Cup qualification"
"1997-06-21,""Sydney, Australia"",Tahiti,Solomon Islands,1,1,FIFA World Cup qualification"
"1997-06-21,""Port Moresby, Papua New Guinea"",Papua New Guinea,Fiji,0,1,FIFA World Cup qualification"
"1997-06-21,""Rabat, Morocco"",Morocco,Egypt,1,0,African Cup of Nations qualification"
"1997-06-21,""Sucre, Bolivia"",Peru,Argentina,2,1,Copa América"
"1997-06-21,""La Paz, Bolivia"",Bolivia,Colombia,2,1,Copa América"
"1997-06-22,""Tokyo, Japan"",Japan,Macau,10,0,FIFA World Cup qualification"
"1997-06-22,""Tokyo, Japan"",Nepal,Oman,0,6,FIFA World Cup qualification"
"1997-06-22,""Beirut, Lebanon"",Lebanon,Kuwait,1,3,FIFA World Cup qualification"
"1997-06-22,""Dushanbe, Tajikistan"",Tajikistan,Turkmenistan,5,0,FIFA World Cup qualification"
"1997-06-22,""Luanda, Angola"",Angola,Ghana,1,0,African Cup of Nations qualification"
"1997-06-22,""Bamako, Mali"",Mali,Benin,3,1,African Cup of Nations qualification"
"1997-06-22,""Dakar, Senegal"",Senegal,Ethiopia,3,0,African Cup of Nations qualification"
"1997-06-22,""Yaoundé, Cameroon"",Cameroon,Gabon,2,2,African Cup of Nations qualification"
"1997-06-22,""Arusha, Tanzania"",Tanzania,Togo,1,0,African Cup of Nations qualification"
"1997-06-22,""Maputo, Mozambique"",Mozambique,Zambia,2,2,African Cup of Nations qualification"
"1997-06-22,""Santa Cruz, Bolivia"",Brazil,Paraguay,2,0,Copa América"
"1997-06-22,""Kuressaare, Estonia"",Estonia,Andorra,4,1,Friendly"
"1997-06-25,""Tokyo, Japan"",Macau,Oman,0,2,FIFA World Cup qualification"
"1997-06-25,""Tokyo, Japan"",Japan,Nepal,3,0,FIFA World Cup qualification"
"1997-06-25,""La Paz, Bolivia"",Bolivia,Mexico,3,1,Copa América"
"1997-06-25,""Riga, Latvia"",Latvia,Andorra,4,1,Friendly"
"1997-06-26,""Santa Cruz, Bolivia"",Brazil,Peru,7,0,Copa América"
"1997-06-28,""Tokyo, Japan"",Japan,Oman,1,1,FIFA World Cup qualification"
"1997-06-28,""Tokyo, Japan"",Macau,Nepal,2,1,FIFA World Cup qualification"
"1997-06-28,""Auckland, New Zealand"",New Zealand,Australia,0,3,FIFA World Cup qualification"
"1997-06-28,""Oruro, Bolivia"",Mexico,Peru,1,0,Copa América"
"1997-06-28,""Windhoek, Namibia"",Namibia,Malawi,4,1,COSAFA Cup"
"1997-06-29,""Phnom Penh, Cambodia"",Cambodia,Uzbekistan,1,4,FIFA World Cup qualification"
"1997-06-29,""Almaty, Kazakhstan"",Kazakhstan,Iraq,3,1,FIFA World Cup qualification"
"1997-06-29,""La Paz, Bolivia"",Bolivia,Brazil,1,3,Copa América"
"1997-07-02,""Bridgetown, Barbados"",Barbados,Trinidad and Tobago,1,1,Friendly"
"1997-07-05,""Santiago, Chile"",Chile,Colombia,4,1,FIFA World Cup qualification"
"1997-07-05,""Arusha, Tanzania"",Tanzania,Zambia,2,2,COSAFA Cup"
"1997-07-05,""Tunis, Tunisia"",Tunisia,Mali,1,0,Friendly"
"1997-07-06,""Sydney, Australia"",Australia,New Zealand,2,0,FIFA World Cup qualification"
"1997-07-06,""Maracaibo, Venezuela"",Venezuela,Ecuador,1,1,FIFA World Cup qualification"
"1997-07-06,""Lima, Peru"",Peru,Bolivia,2,1,FIFA World Cup qualification"
"1997-07-06,""Lilongwe, Malawi"",Malawi,Botswana,0,0,Friendly"
"1997-07-09,""Vilnius, Lithuania"",Lithuania,Estonia,2,1,Baltic Cup"
"1997-07-10,""Vilnius, Lithuania"",Estonia,Latvia,1,2,Baltic Cup"
"1997-07-11,""Vilnius, Lithuania"",Lithuania,Latvia,1,0,Baltic Cup"
"1997-07-13,""Accra, Ghana"",Ghana,Zimbabwe,2,1,African Cup of Nations qualification"
"1997-07-13,""Cairo, Egypt"",Egypt,Senegal,2,0,African Cup of Nations qualification"
"1997-07-13,""Addis Abeba, Ethiopia"",Ethiopia,Morocco,0,1,African Cup of Nations qualification"
"1997-07-13,""Tunis, Tunisia"",Tunisia,Guinea,1,0,African Cup of Nations qualification"
"1997-07-13,""Libreville, Gabon"",Gabon,Kenya,1,0,African Cup of Nations qualification"
"1997-07-13,""Lomé, Togo"",Togo,Liberia,4,0,African Cup of Nations qualification"
"1997-07-13,""Port Louis, Mauritius"",Mauritius,Mozambique,1,3,African Cup of Nations qualification"
"1997-07-13,""St John's, Antigua and Barbuda"",Jamaica,Grenada,4,1,CFU Caribbean Cup"
"1997-07-20,""La Paz, Bolivia"",Bolivia,Uruguay,1,0,FIFA World Cup qualification"
"1997-07-20,""Barranquilla, Colombia"",Colombia,Ecuador,1,0,FIFA World Cup qualification"
"1997-07-20,""Buenos Aires, Argentina"",Argentina,Venezuela,2,0,FIFA World Cup qualification"
"1997-07-20,""Santiago, Chile"",Chile,Paraguay,2,1,FIFA World Cup qualification"
"1997-07-20,""Maputo, Mozambique"",Mozambique,Namibia,1,1,COSAFA Cup"
"1997-07-20,""Reykjavík, Iceland"",Iceland,Norway,0,1,Friendly"
"1997-07-27,""Luanda, Angola"",Angola,Zimbabwe,2,1,African Cup of Nations qualification"
"1997-07-27,""Algiers, Algeria"",Algeria,Benin,2,0,African Cup of Nations qualification"
"1997-07-27,""Alexandria, Egypt"",Egypt,Ethiopia,8,1,African Cup of Nations qualification"
"1997-07-27,""Rabat, Morocco"",Morocco,Senegal,3,0,African Cup of Nations qualification"
"1997-07-27,""Yaoundé, Cameroon"",Cameroon,Kenya,1,1,African Cup of Nations qualification"
"1997-07-27,""Libreville, Gabon"",Gabon,Namibia,1,1,African Cup of Nations qualification"
"1997-07-27,""Monrovia, Liberia"",Liberia,Tanzania,1,0,African Cup of Nations qualification"
"1997-07-27,""Maputo, Mozambique"",Mozambique,Malawi,2,1,African Cup of Nations qualification"
"1997-07-27,""Chililabombwe, Zambia"",Zambia,Mauritius,1,0,African Cup of Nations qualification"
"1997-07-27,""Höfn, Iceland"",Iceland,Faroe Islands,1,0,Friendly"
"1997-08-02,""Lusaka, Zambia"",Zambia,Mozambique,2,1,COSAFA Cup"
"1997-08-05,""Minsk, Belarus"",Belarus,Israel,2,3,Friendly"
"1997-08-06,""Malmö, Sweden"",Sweden,Lithuania,1,0,Friendly"
"1997-08-06,""Bratislava, Slovakia"",Slovakia,Switzerland,1,0,Friendly"
"1997-08-06,""Tartu, Estonia"",Estonia,Faroe Islands,0,2,Friendly"
"1997-08-06,""Siófok, Hungary"",Hungary,Malta,3,0,Friendly"
"1997-08-06,""Kingston, Jamaica"",Jamaica,Colombia,1,0,Friendly"
"1997-08-07,""Tunis, Tunisia"",Cameroon,Nigeria,0,1,Friendly"
"1997-08-07,""Tunis, Tunisia"",Tunisia,Zambia,3,1,Friendly"
"1997-08-09,""Lilongwe, Malawi"",Malawi,Tanzania,2,2,COSAFA Cup"
"1997-08-09,""Tunis, Tunisia"",Tunisia,Nigeria,2,0,Friendly"
"1997-08-10,""San José, Costa Rica"",Costa Rica,El Salvador,0,0,FIFA World Cup qualification"
"1997-08-13,""Osaka, Japan"",Japan,Brazil,0,3,Friendly"
"1997-08-16,""Ouagadougou, Burkina Faso"",Burkina Faso,Kenya,2,4,FIFA World Cup qualification"
"1997-08-16,""Johannesburg, South Africa"",South Africa,Congo,1,0,FIFA World Cup qualification"
"1997-08-16,""Casablanca, Morocco"",Morocco,Gabon,2,0,FIFA World Cup qualification"
"1997-08-17,""Conakry, Guinea"",Guinea,Nigeria,1,0,FIFA World Cup qualification"
"1997-08-17,""Tunis, Tunisia"",Tunisia,Namibia,4,0,FIFA World Cup qualification"
"1997-08-17,""Cairo, Egypt"",Egypt,Liberia,5,0,FIFA World Cup qualification"
"1997-08-17,""Harare, Zimbabwe"",Zimbabwe,Cameroon,1,2,FIFA World Cup qualification"
"1997-08-17,""Lomé, Togo"",Togo,Angola,1,1,FIFA World Cup qualification"
"1997-08-17,""Obuasi, Ghana"",Ghana,Sierra Leone,0,2,FIFA World Cup qualification"
"1997-08-17,""Toronto, Canada"",Canada,Iran,0,1,Friendly"
"1997-08-19,""Heraklion, Greece"",Greece,Cyprus,2,1,Friendly"
"1997-08-19,""Riga, Latvia"",Latvia,Azerbaijan,0,0,Friendly"
"1997-08-20,""Budapest, Hungary"",Hungary,Switzerland,1,1,FIFA World Cup qualification"
"1997-08-20,""Tallinn, Estonia"",Estonia,Austria,0,3,FIFA World Cup qualification"
"1997-08-20,""Minsk, Belarus"",Belarus,Sweden,1,2,FIFA World Cup qualification"
"1997-08-20,""Teplice, Czech Republic"",Czech Republic,Faroe Islands,2,0,FIFA World Cup qualification"
"1997-08-20,""Istanbul, Turkey"",Turkey,Wales,6,4,FIFA World Cup qualification"
"1997-08-20,""Eschen, Liechtenstein"",Liechtenstein,Iceland,0,4,FIFA World Cup qualification"
"1997-08-20,""Belfast, Northern Ireland"",Northern Ireland,Germany,1,3,FIFA World Cup qualification"
"1997-08-20,""Setúbal, Portugal"",Portugal,Armenia,3,1,FIFA World Cup qualification"
"1997-08-20,""Kyïv, Ukraine"",Ukraine,Albania,1,0,FIFA World Cup qualification"
"1997-08-20,""Quito, Ecuador"",Ecuador,Paraguay,2,1,FIFA World Cup qualification"
"1997-08-20,""Barranquilla, Colombia"",Colombia,Bolivia,3,0,FIFA World Cup qualification"
"1997-08-20,""Montevideo, Uruguay"",Uruguay,Chile,1,0,FIFA World Cup qualification"
"1997-08-20,""Barinas, Venezuela"",Venezuela,Peru,0,3,FIFA World Cup qualification"
"1997-08-21,""Beirut, Lebanon"",Lebanon,Iraq,0,2,Friendly"
"1997-08-24,""Tashkent, Uzbekistan"",Uzbekistan,Yemen,5,1,FIFA World Cup qualification"
"1997-08-24,""Bratislava, Slovakia"",Slovakia,Czech Republic,2,1,FIFA World Cup qualification"
"1997-08-24,""Lima, Peru"",Peru,Colombia,2,1,Friendly"
"1997-08-31,""Kingston, Jamaica"",Jamaica,Trinidad and Tobago,6,1,Friendly"
"1997-09-04,""Kathmandu, Nepal"",Nepal,Pakistan,0,2,SAFF Cup"
"1997-09-05,""Kathmandu, Nepal"",Maldives,Bangladesh,1,1,SAFF Cup"
"1997-09-06,""Ljubljana, Slovenia"",Slovenia,Greece,0,3,FIFA World Cup qualification"
"1997-09-06,""Baku, Azerbaijan"",Azerbaijan,Norway,0,1,FIFA World Cup qualification"
"1997-09-06,""Lausanne, Switzerland"",Switzerland,Finland,1,2,FIFA World Cup qualification"
"1997-09-06,""Riga, Latvia"",Latvia,Estonia,1,0,FIFA World Cup qualification"
"1997-09-06,""Vienna, Austria"",Austria,Sweden,1,0,FIFA World Cup qualification"
"1997-09-06,""Toftir, Faroe Islands"",Faroe Islands,Czech Republic,0,2,FIFA World Cup qualification"
"1997-09-06,""Rotterdam, Netherlands"",Netherlands,Belgium,3,1,FIFA World Cup qualification"
"1997-09-06,""Eschen, Liechtenstein"",Liechtenstein,Romania,1,8,FIFA World Cup qualification"
"1997-09-06,""Berlin, Germany"",Germany,Portugal,1,1,FIFA World Cup qualification"
"1997-09-06,""Yerevan, Armenia"",Armenia,Albania,3,0,FIFA World Cup qualification"
"1997-09-06,""Kathmandu, Nepal"",Sri Lanka,Pakistan,2,0,SAFF Cup"
"1997-09-06,""Warsaw, Poland"",Poland,Hungary,1,0,Friendly"
"1997-09-07,""Tokyo, Japan"",Japan,Uzbekistan,6,3,FIFA World Cup qualification"
"1997-09-07,""Aberdeen, Scotland"",Scotland,Belarus,4,1,FIFA World Cup qualification"
"1997-09-07,""Luxembourg, Luxembourg"",Luxembourg,Cyprus,1,3,FIFA World Cup qualification"
"1997-09-07,""Kingston, Jamaica"",Jamaica,Canada,1,0,FIFA World Cup qualification"
"1997-09-07,""Kathmandu, Nepal"",India,Bangladesh,3,0,SAFF Cup"
"1997-09-08,""Kathmandu, Nepal"",Nepal,Sri Lanka,1,3,SAFF Cup"
"1997-09-10,""Copenhagen, Denmark"",Denmark,Croatia,3,1,FIFA World Cup qualification"
"1997-09-10,""London, England"",England,Moldova,4,0,FIFA World Cup qualification"
"1997-09-10,""Tbilisi, Georgia"",Georgia,Italy,0,0,FIFA World Cup qualification"
"1997-09-10,""Oslo, Norway"",Norway,Switzerland,5,0,FIFA World Cup qualification"
"1997-09-10,""Budapest, Hungary"",Hungary,Azerbaijan,3,1,FIFA World Cup qualification"
"1997-09-10,""Solna, Sweden"",Sweden,Latvia,1,0,FIFA World Cup qualification"
"1997-09-10,""Minsk, Belarus"",Belarus,Austria,0,1,FIFA World Cup qualification"
"1997-09-10,""Sofia, Bulgaria"",Bulgaria,Russia,1,0,FIFA World Cup qualification"
"1997-09-10,""Serravalle, San Marino"",San Marino,Turkey,0,5,FIFA World Cup qualification"
"1997-09-10,""Bucharest, Romania"",Romania,Iceland,4,0,FIFA World Cup qualification"
"1997-09-10,""Dortmund, Germany"",Germany,Armenia,4,0,FIFA World Cup qualification"
"1997-09-10,""Zürich, Switzerland"",Albania,Northern Ireland,1,0,FIFA World Cup qualification"
"1997-09-10,""Asunción, Paraguay"",Paraguay,Bolivia,2,1,FIFA World Cup qualification"
"1997-09-10,""Lima, Peru"",Peru,Uruguay,2,1,FIFA World Cup qualification"
"1997-09-10,""Santiago, Chile"",Chile,Argentina,1,2,FIFA World Cup qualification"
"1997-09-10,""Barranquilla, Colombia"",Colombia,Venezuela,1,0,FIFA World Cup qualification"
"1997-09-10,""Salvador, Brazil"",Brazil,Ecuador,4,2,Friendly"
"1997-09-11,""Kathmandu, Nepal"",India,Pakistan,2,0,SAFF Cup"
"1997-09-12,""Abu Dhabi, United Arab Emirates"",United Arab Emirates,Kazakhstan,4,0,FIFA World Cup qualification"
"1997-09-13,""Kathmandu, Nepal"",India,Maldives,5,1,SAFF Cup"
"1997-09-14,""Ta'if, Saudi Arabia"",Saudi Arabia,Kuwait,2,1,FIFA World Cup qualification"
"1997-09-14,""San Salvador, El Salvador"",El Salvador,Canada,4,1,FIFA World Cup qualification"
"1997-09-14,""Kingston, Jamaica"",Jamaica,Costa Rica,1,0,FIFA World Cup qualification"
"1997-09-14,""Bandung, Indonesia"",Indonesia,Tanzania,3,1,Friendly"
"1997-09-19,""Doha, Qatar"",Qatar,Kuwait,0,2,FIFA World Cup qualification"
"1997-09-19,""Teheran, Iran"",Iran,Saudi Arabia,1,1,FIFA World Cup qualification"
"1997-09-19,""Abu Dhabi, United Arab Emirates"",United Arab Emirates,Japan,0,0,FIFA World Cup qualification"
"1997-09-20,""Almaty, Kazakhstan"",Kazakhstan,Uzbekistan,1,1,FIFA World Cup qualification"
"1997-09-20,""Tripoli, Libya"",Libya,Bahrain,2,1,Friendly"
"1997-09-21,""Jakarta, Indonesia"",Indonesia,New Zealand,5,0,Friendly"
"1997-09-24,""Chişinău, Moldova"",Moldova,Georgia,0,1,FIFA World Cup qualification"
"1997-09-24,""Attard, Malta"",Malta,Czech Republic,0,1,FIFA World Cup qualification"
"1997-09-24,""Bratislava, Slovakia"",Slovakia,Spain,1,2,FIFA World Cup qualification"
"1997-09-24,""Olsztyn, Poland"",Poland,Lithuania,2,0,Friendly"
"1997-09-25,""Tripoli, Libya"",Bahrain,Chad,1,1,Friendly"
"1997-09-25,""Tripoli, Libya"",Libya,Jordan,1,1,Friendly"
"1997-09-25,""Riyadh, Saudi Arabia"",Saudi Arabia,Mali,5,1,Friendly"
"1997-09-26,""Kuwait, Kuwait"",Kuwait,Iran,1,1,FIFA World Cup qualification"
"1997-09-27,""Tashkent, Uzbekistan"",Uzbekistan,United Arab Emirates,2,3,FIFA World Cup qualification"
"1997-09-27,""Dar es Salaam, Tanzania"",Tanzania,Zambia,0,0,Friendly"
"1997-09-28,""Dar es Salaam, Tanzania"",Algeria,Kenya,0,1,Friendly"
"1997-10-01,""Dar es Salaam, Tanzania"",Tanzania,Kenya,0,1,Friendly"
"1997-10-03,""Teheran, Iran"",Iran,Qatar,3,0,FIFA World Cup qualification"
"1997-10-04,""Almaty, Kazakhstan"",Kazakhstan,Japan,1,1,FIFA World Cup qualification"
"1997-10-04,""Dar es Salaam, Tanzania"",Tanzania,Algeria,0,1,Friendly"
"1997-10-05,""Mexico City, Mexico"",Mexico,El Salvador,5,0,FIFA World Cup qualification"
"1997-10-07,""Chişinău, Moldova"",Moldova,Poland,0,3,FIFA World Cup qualification"
"1997-10-08,""Oslo, Norway"",Norway,Colombia,0,0,Friendly"
"1997-10-09,""Belém, Brazil"",Brazil,Morocco,2,0,Friendly"
"1997-10-11,""Ta'if, Saudi Arabia"",Saudi Arabia,Qatar,1,0,FIFA World Cup qualification"
"1997-10-11,""Tashkent, Uzbekistan"",Uzbekistan,Japan,1,1,FIFA World Cup qualification"
"1997-10-11,""Ljubljana, Slovenia"",Slovenia,Croatia,1,3,FIFA World Cup qualification"
"1997-10-11,""Athens, Greece"",Greece,Denmark,0,0,FIFA World Cup qualification"
"1997-10-11,""Tbilisi, Georgia"",Georgia,Poland,3,0,FIFA World Cup qualification"
"1997-10-11,""Rome, Italy"",Italy,England,0,0,FIFA World Cup qualification"
"1997-10-11,""Helsinki, Finland"",Finland,Hungary,1,1,FIFA World Cup qualification"
"1997-10-11,""Zürich, Switzerland"",Switzerland,Azerbaijan,5,0,FIFA World Cup qualification"
"1997-10-11,""Vienna, Austria"",Austria,Belarus,4,0,FIFA World Cup qualification"
"1997-10-11,""Solna, Sweden"",Sweden,Estonia,1,0,FIFA World Cup qualification"
"1997-10-11,""Glasgow, Scotland"",Scotland,Latvia,2,0,FIFA World Cup qualification"
"1997-10-11,""Moscow, Russia"",Russia,Bulgaria,4,2,FIFA World Cup qualification"
"1997-10-11,""Limassol, Cyprus"",Cyprus,Luxembourg,2,0,FIFA World Cup qualification"
"1997-10-11,""Gijón, Spain"",Spain,Faroe Islands,3,1,FIFA World Cup qualification"
"1997-10-11,""Prague, Czech Republic"",Czech Republic,Slovakia,3,0,FIFA World Cup qualification"
"1997-10-11,""Brussels, Belgium"",Belgium,Wales,3,2,FIFA World Cup qualification"
"1997-10-11,""Amsterdam, Netherlands"",Netherlands,Turkey,0,0,FIFA World Cup qualification"
"1997-10-11,""Reykjavík, Iceland"",Iceland,Liechtenstein,4,0,FIFA World Cup qualification"
"1997-10-11,""Yerevan, Armenia"",Armenia,Ukraine,0,2,FIFA World Cup qualification"
"1997-10-11,""Lisbon, Portugal"",Portugal,Northern Ireland,1,0,FIFA World Cup qualification"
"1997-10-11,""Hanover, Germany"",Germany,Albania,4,3,FIFA World Cup qualification"
"1997-10-11,""Lens, France"",France,South Africa,2,1,Friendly"
"1997-10-12,""Edmonton, Canada"",Canada,Mexico,2,2,FIFA World Cup qualification"
"1997-10-12,""Asunción, Paraguay"",Paraguay,Venezuela,1,0,FIFA World Cup qualification"
"1997-10-12,""Guayaquil, Ecuador"",Ecuador,Bolivia,1,0,FIFA World Cup qualification"
"1997-10-12,""Buenos Aires, Argentina"",Argentina,Uruguay,0,0,FIFA World Cup qualification"
"1997-10-12,""Lima, Peru"",Chile,Peru,4,0,FIFA World Cup qualification"
"1997-10-17,""Kuwait, Kuwait"",Kuwait,Saudi Arabia,2,1,FIFA World Cup qualification"
"1997-10-18,""Almaty, Kazakhstan"",Kazakhstan,United Arab Emirates,3,0,FIFA World Cup qualification"
"1997-10-18,""Port-au-Prince, Haiti"",Haiti,Jamaica,0,1,Friendly"
"1997-10-24,""Kuwait, Kuwait"",Kuwait,Qatar,0,1,FIFA World Cup qualification"
"1997-10-24,""Ta'if, Saudi Arabia"",Saudi Arabia,Iran,1,0,FIFA World Cup qualification"
"1997-10-25,""Tashkent, Uzbekistan"",Uzbekistan,Kazakhstan,4,0,FIFA World Cup qualification"
"1997-10-26,""Tokyo, Japan"",Japan,United Arab Emirates,1,1,FIFA World Cup qualification"
"1997-10-29,""Moscow, Russia"",Russia,Italy,1,1,FIFA World Cup qualification"
"1997-10-29,""Zagreb, Croatia"",Croatia,Ukraine,2,0,FIFA World Cup qualification"
"1997-10-31,""Teheran, Iran"",Iran,Kuwait,0,0,FIFA World Cup qualification"
"1997-11-02,""Abu Dhabi, United Arab Emirates"",United Arab Emirates,Uzbekistan,0,0,FIFA World Cup qualification"
"1997-11-07,""Doha, Qatar"",Qatar,Iran,2,0,FIFA World Cup qualification"
"1997-11-07,""Antofagasta, Chile"",Chile,Guatemala,4,1,Friendly"
"1997-11-08,""Tokyo, Japan"",Japan,Kazakhstan,5,1,FIFA World Cup qualification"
"1997-11-09,""Mexico City, Mexico"",Mexico,Costa Rica,3,3,FIFA World Cup qualification"
"1997-11-09,""San Salvador, El Salvador"",El Salvador,Jamaica,2,2,FIFA World Cup qualification"
"1997-11-11,""Brasília, Brazil"",Brazil,Wales,3,0,Friendly"
"1997-11-12,""Doha, Qatar"",Qatar,Saudi Arabia,0,1,FIFA World Cup qualification"
"1997-11-12,""Saint-Étienne, France"",France,Scotland,2,1,Friendly"
"1997-11-13,""Bamako, Mali"",Mali,Mauritania,3,1,Friendly"
"1997-11-15,""Naples, Italy"",Italy,Russia,1,0,FIFA World Cup qualification"
"1997-11-15,""Kyïv, Ukraine"",Ukraine,Croatia,1,1,FIFA World Cup qualification"
"1997-11-15,""Düsseldorf, Germany"",Germany,South Africa,3,0,Friendly"
"1997-11-15,""London, England"",England,Cameroon,2,0,Friendly"
"1997-11-16,""Johor Baharu, Malaysia"",Japan,Iran,3,2,FIFA World Cup qualification"
"1997-11-16,""Kingston, Jamaica"",Jamaica,Mexico,0,0,FIFA World Cup qualification"
"1997-11-16,""San José, Costa Rica"",Costa Rica,Canada,3,1,FIFA World Cup qualification"
"1997-11-16,""Lima, Peru"",Peru,Paraguay,1,0,FIFA World Cup qualification"
"1997-11-16,""Maldonado, Uruguay"",Uruguay,Ecuador,5,3,FIFA World Cup qualification"
"1997-11-16,""Buenos Aires, Argentina"",Argentina,Colombia,1,1,FIFA World Cup qualification"
"1997-11-16,""Santiago, Chile"",Chile,Bolivia,3,0,FIFA World Cup qualification"
"1997-11-19,""Palma de Mallorca, Spain"",Spain,Romania,1,1,Friendly"
"1997-11-19,""Dakar, Senegal"",Senegal,Mali,1,2,Friendly"
"1997-11-22,""Teheran, Iran"",Iran,Australia,1,1,FIFA World Cup qualification"
"1997-11-26,""Rabat, Morocco"",Morocco,Togo,3,0,Friendly"
"1997-11-27,""Manila, Philippines"",Philippines,Estonia,0,1,Friendly"
"1997-11-28,""Banjul, Gambia"",Gambia,Cape Verde,3,1,Amílcar Cabral Cup"
"1997-11-28,""Banjul, Gambia"",Mauritania,Senegal,1,1,Amílcar Cabral Cup"
"1997-11-29,""Melbourne, Australia"",Australia,Iran,2,2,FIFA World Cup qualification"
"1997-11-29,""Banjul, Gambia"",Guinea,Mali,0,0,Amílcar Cabral Cup"
"1997-11-29,""Banjul, Gambia"",Sierra Leone,Guinea-Bissau,2,1,Amílcar Cabral Cup"
"1997-11-30,""Banjul, Gambia"",Gambia,Mauritania,2,1,Amílcar Cabral Cup"
"1997-11-30,""Banjul, Gambia"",Senegal,Cape Verde,2,0,Amílcar Cabral Cup"
"1997-12-01,""Banjul, Gambia"",Guinea,Sierra Leone,3,0,Amílcar Cabral Cup"
"1997-12-01,""Banjul, Gambia"",Mali,Guinea-Bissau,6,1,Amílcar Cabral Cup"
"1997-12-02,""Banjul, Gambia"",Cape Verde,Mauritania,2,2,Amílcar Cabral Cup"
"1997-12-02,""Banjul, Gambia"",Gambia,Senegal,0,0,Amílcar Cabral Cup"
"1997-12-03,""Banjul, Gambia"",Guinea,Guinea-Bissau,2,0,Amílcar Cabral Cup"
"1997-12-03,""Banjul, Gambia"",Mali,Sierra Leone,1,1,Amílcar Cabral Cup"
"1997-12-05,""Banjul, Gambia"",Gambia,Mali,1,2,Amílcar Cabral Cup"
"1997-12-05,""Banjul, Gambia"",Guinea,Senegal,1,2,Amílcar Cabral Cup"
"1997-12-07,""Banjul, Gambia"",Mali,Senegal,1,0,Amílcar Cabral Cup"
"1997-12-07,""Riyadh, Saudi Arabia"",Saudi Arabia,Iceland,0,0,Friendly"
"1997-12-07,""Johannesburg, South Africa"",South Africa,Brazil,1,2,Friendly"
"1997-12-12,""Riyadh, Saudi Arabia"",Saudi Arabia,Brazil,0,3,Confederations Cup"
"1997-12-12,""Riyadh, Saudi Arabia"",Mexico,Australia,1,3,Confederations Cup"
"1997-12-13,""Riyadh, Saudi Arabia"",United Arab Emirates,Uruguay,0,2,Confederations Cup"
"1997-12-13,""Riyadh, Saudi Arabia"",South Africa,Czech Republic,2,2,Confederations Cup"
"1997-12-14,""Riyadh, Saudi Arabia"",Saudi Arabia,Mexico,0,5,Confederations Cup"
"1997-12-14,""Riyadh, Saudi Arabia"",Australia,Brazil,0,0,Confederations Cup"
"1997-12-15,""Riyadh, Saudi Arabia"",United Arab Emirates,South Africa,1,0,Confederations Cup"
"1997-12-15,""Riyadh, Saudi Arabia"",Czech Republic,Uruguay,1,2,Confederations Cup"
"1997-12-16,""Riyadh, Saudi Arabia"",Saudi Arabia,Australia,1,0,Confederations Cup"
"1997-12-16,""Riyadh, Saudi Arabia"",Brazil,Mexico,3,2,Confederations Cup"
"1997-12-17,""Riyadh, Saudi Arabia"",United Arab Emirates,Czech Republic,1,6,Confederations Cup"
"1997-12-17,""Riyadh, Saudi Arabia"",Uruguay,South Africa,4,3,Confederations Cup"
"1997-12-17,""Lusaka, Zambia"",Zambia,Nigeria,0,0,Friendly"
"1997-12-18,""Maseru, Lesotho"",Lesotho,Swaziland,0,0,Friendly"
"1997-12-18,""Aswan, Egypt"",Egypt,Togo,7,2,Friendly"
"1997-12-19,""Riyadh, Saudi Arabia"",Brazil,Czech Republic,2,0,Confederations Cup"
"1997-12-19,""Riyadh, Saudi Arabia"",Uruguay,Australia,0,1,Confederations Cup"
